date,account_number,amount,type,memo,account_currency,account_type,account_name,category_main,category_sub,category_sub2,details,data_source
2022-04-12,ACCOUNT_CURRENT,-47.70,DD,SKY DIGITAL,£,Current Account,Current,Bills,utilities,broadband,,synthetic
2022-04-13,ACCOUNT_CURRENT,-69.89,TFR,CLEANER_C,£,Current Account,Current,Bills,Household,cleaner,,synthetic
2022-04-14,ACCOUNT_BARCLAYCARD,-46.69,PAYMENT,ZARA UK,£,Credit Card,Barclaycard,Shopping,Clothes,,,synthetic
2022-04-14,ACCOUNT_CURRENT,-6.50,PAYMENT,CAFFE NERO,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2022-04-14,ACCOUNT_CURRENT,-13.93,PAYMENT,DIAMOND NEWS,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2022-04-14,ACCOUNT_CURRENT,-15.52,PAYMENT,IRISH MEAT MARKET LTD,£,Current Account,Current,Shopping,Groceries,,,synthetic
2022-04-14,ACCOUNT_CURRENT,-39.82,PAYMENT,RIVERFORD FARMS,£,Current Account,Current,Shopping,Groceries,veg box,,synthetic
2022-04-14,ACCOUNT_CURRENT,-31.58,PAYMENT,ROYAL OAK PUB,£,Current Account,Current,Leisure,food/drinks,pub,,synthetic
2022-04-15,ACCOUNT_CURRENT,-6.47,PAYMENT,GREGGS PLC,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2022-04-15,ACCOUNT_CURRENT,-98.87,PAYMENT,NAKED WINES UK,£,Current Account,Current,Shopping,Groceries,wine,,synthetic
2022-04-15,ACCOUNT_CURRENT,-28.56,DD,O2 UK LTD,£,Current Account,Current,Bills,utilities,Mobile Phone,,synthetic
2022-04-15,ACCOUNT_CURRENT,-12.39,PAYMENT,SUPERSAVE LONDON,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2022-04-15,ACCOUNT_CURRENT,-12.78,PAYMENT,UBER   TRIP HELP.UBER.COM,£,Current Account,Current,Transport,taxi,,,synthetic
2022-04-16,ACCOUNT_CURRENT,-39.82,PAYMENT,BREWDOG SHOREDITCH,£,Current Account,Current,Leisure,food/drinks,pub,,synthetic
2022-04-16,ACCOUNT_CURRENT,-3.92,PAYMENT,CAFFE NERO,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2022-04-16,ACCOUNT_CURRENT,-7.01,PAYMENT,COSTA COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2022-04-16,ACCOUNT_CURRENT,-10.55,PAYMENT,JUSTPARK.COM,£,Current Account,Current,Transport,Automotive,parking & fees,,synthetic
2022-04-16,ACCOUNT_CURRENT,-116.91,PAYMENT,PAYPAL *UNKNOWN MRC 2579,£,Current Account,Current,Missing,,,,synthetic
2022-04-16,ACCOUNT_CURRENT,-9.09,PAYMENT,SUPERSAVE LONDON,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2022-04-17,ACCOUNT_CURRENT,-5.91,PAYMENT,BLANK STREET COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2022-04-17,ACCOUNT_CURRENT,-200.00,CASH,CASH WITHDRAWAL ATM,£,Current Account,Current,Withdrawal,,,,synthetic
2022-04-17,ACCOUNT_CURRENT,-80.00,CASH,CASH WITHDRAWAL ATM,£,Current Account,Current,Withdrawal,,,,synthetic
2022-04-17,ACCOUNT_CURRENT,-3.73,PAYMENT,KAFFEINE LONDON,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2022-04-17,ACCOUNT_CURRENT,-17.28,DD,THE ECONOMIST,£,Current Account,Current,Leisure,subscription,newspapers,,synthetic
2022-04-18,ACCOUNT_CURRENT,-26.43,PAYMENT,PUSHDOCTOR ONLINE,£,Current Account,Current,Health,GP,,,synthetic
2022-04-18,ACCOUNT_CURRENT,-73.26,PAYMENT,SHELL SERVICE STN,£,Current Account,Current,Transport,Automotive,Petrol,,synthetic
2022-04-18,ACCOUNT_CURRENT,-37.23,PAYMENT,TFL TRAVEL CH,£,Current Account,Current,Transport,tube,,,synthetic
2022-04-19,ACCOUNT_CURRENT,-6.06,PAYMENT,COSTA COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2022-04-20,ACCOUNT_BARCLAYCARD,-99.13,PAYMENT,DELIVEROO,£,Credit Card,Barclaycard,Leisure,food/drinks,restaurant,,synthetic
2022-04-20,ACCOUNT_CURRENT,-71.30,TFR,CLEANER_C,£,Current Account,Current,Bills,Household,cleaner,,synthetic
2022-04-20,ACCOUNT_CURRENT,-33.43,PAYMENT,THE OLD NICK,£,Current Account,Current,Leisure,food/drinks,pub,,synthetic
2022-04-20,ACCOUNT_CURRENT,-16.69,DD,TV LICENSE MTHLY,£,Current Account,Current,Bills,utilities,TV License,,synthetic
2022-04-21,ACCOUNT_CURRENT,-8.91,PAYMENT,APCOA PARKING,£,Current Account,Current,Transport,Automotive,parking & fees,,synthetic
2022-04-21,ACCOUNT_CURRENT,-6.68,PAYMENT,JUSTPARK.COM,£,Current Account,Current,Transport,Automotive,parking & fees,,synthetic
2022-04-21,ACCOUNT_CURRENT,-5.85,PAYMENT,PRET A MANGER,£,Current Account,Current,Leisure,food/drinks,restaurant,,synthetic
2022-04-21,ACCOUNT_CURRENT,-40.96,PAYMENT,RIVERFORD ORGANIC,£,Current Account,Current,Shopping,Groceries,veg box,,synthetic
2022-04-22,ACCOUNT_AMEX,-47.70,PAYMENT,REVOLUT TOPUP 7816,£,Credit Card,Amex,Missing,,,,synthetic
2022-04-23,ACCOUNT_CURRENT,-8.75,PAYMENT,SAVERS HEALTH & BE,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2022-04-23,ACCOUNT_CURRENT,-126.68,PAYMENT,WHSMITH STATION 6162,£,Current Account,Current,Missing,,,,synthetic
2022-04-24,ACCOUNT_CURRENT,-41.01,PAYMENT,EBAY UK,£,Current Account,Current,Shopping,Household,,,synthetic
2022-04-24,ACCOUNT_CURRENT,-15.55,PAYMENT,IRISH MEAT MARKET LTD,£,Current Account,Current,Shopping,Groceries,,,synthetic
2022-04-24,ACCOUNT_CURRENT,-12.48,PAYMENT,NATIONAL LOTTERY,£,Current Account,Current,Leisure,entertainment,,,synthetic
2022-04-24,ACCOUNT_CURRENT,-33.17,PAYMENT,UDEMY ONLINE COURSE,£,Current Account,Current,Leisure,entertainment,,,synthetic
2022-04-25,ACCOUNT_CURRENT,-200.00,CASH,CASH WITHDRAWAL ATM,£,Current Account,Current,Withdrawal,,,,synthetic
2022-04-25,ACCOUNT_CURRENT,5198.54,FPI,COMPANY_C SALARY,£,Current Account,Current,Income,Salary,,,synthetic
2022-04-25,ACCOUNT_CURRENT,-53.34,PAYMENT,OYSTERCARD TOPUP,£,Current Account,Current,Transport,tube,,,synthetic
2022-04-26,ACCOUNT_AMEX,-67.53,PAYMENT,FRANCO MANCA,£,Credit Card,Amex,Leisure,food/drinks,restaurant,,synthetic
2022-04-26,ACCOUNT_CURRENT,-11.11,PAYMENT,FURNESS STORE,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2022-04-26,ACCOUNT_CURRENT,-512.47,TFR,POT OF GOLD TRANSFER,£,Current Account,Current,Savings,Transfer,,,synthetic
2022-04-26,ACCOUNT_CURRENT,-41.70,PAYMENT,THE OLD NICK,£,Current Account,Current,Leisure,food/drinks,pub,,synthetic
2022-04-26,ACCOUNT_SAVINGS,512.47,TFR,POT OF GOLD CREDIT,£,Savings,Pot of Gold,Savings,Transfer,,,synthetic
2022-04-27,ACCOUNT_CURRENT,-72.05,TFR,CLEANER_C,£,Current Account,Current,Bills,Household,cleaner,,synthetic
2022-04-28,ACCOUNT_BARCLAYCARD,-92.27,PAYMENT,GOURMET BURGER KIT,£,Credit Card,Barclaycard,Leisure,food/drinks,restaurant,,synthetic
2022-04-28,ACCOUNT_BARCLAYCARD,-50.48,PAYMENT,TORTILLA EUSTON,£,Credit Card,Barclaycard,Leisure,food/drinks,restaurant,,synthetic
2022-04-28,ACCOUNT_CURRENT,-15.00,DD,BRITISH RED CROSS,£,Current Account,Current,Bills,Charity,,,synthetic
2022-04-28,ACCOUNT_CURRENT,-106.22,PAYMENT,COLNEY HATCH DENTAL,£,Current Account,Current,Health,Dentist,,,synthetic
2022-04-28,ACCOUNT_CURRENT,-24.19,PAYMENT,FITZROY TAVERN,£,Current Account,Current,Leisure,food/drinks,pub,,synthetic
2022-04-28,ACCOUNT_CURRENT,-39.43,PAYMENT,RIVERFORD ORGANIC,£,Current Account,Current,Shopping,Groceries,veg box,,synthetic
2022-04-29,ACCOUNT_BARCLAYCARD,-63.86,PAYMENT,SPORTSDIRECT.COM,£,Credit Card,Barclaycard,Shopping,Clothes,,,synthetic
2022-04-29,ACCOUNT_CURRENT,-8.10,PAYMENT,PRET A MANGER,£,Current Account,Current,Leisure,food/drinks,restaurant,,synthetic
2022-04-30,ACCOUNT_SAINSBURY,-97.95,PAYMENT,SAINSBURYS TO YOU,£,Credit Card,Sainsbury,Shopping,Groceries,Supermarket,,synthetic
2022-04-30,ACCOUNT_SAVINGS,51.65,INT,INTEREST PAID GROSS,£,Savings,Pot of Gold,Savings,Interest,,,synthetic
2022-05-01,ACCOUNT_CURRENT,-1420.00,DD,ACCORD MORTGAGES LTD,£,Current Account,Current,House,Mortgage,,,synthetic
2022-05-01,ACCOUNT_CURRENT,-48.59,PAYMENT,BREWDOG SHOREDITCH,£,Current Account,Current,Leisure,food/drinks,pub,,synthetic
2022-05-01,ACCOUNT_CURRENT,-12.02,PAYMENT,PRET A MANGER,£,Current Account,Current,Leisure,food/drinks,restaurant,,synthetic
2022-05-01,ACCOUNT_CURRENT,-21.67,PAYMENT,UBER   TRIP HELP.UBER.COM,£,Current Account,Current,Transport,taxi,,,synthetic
2022-05-01,ACCOUNT_CURRENT,-28.53,PAYMENT,UDEMY ONLINE COURSE,£,Current Account,Current,Leisure,entertainment,,,synthetic
2022-05-02,ACCOUNT_CURRENT,-8.22,PAYMENT,GOODGE STREET NEWS,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2022-05-02,ACCOUNT_CURRENT,-84.33,PAYMENT,PETROL EXPRESS,£,Current Account,Current,Transport,Automotive,Petrol,,synthetic
2022-05-02,ACCOUNT_CURRENT,-50.96,DD,PURE GYM LTD,£,Current Account,Current,Leisure,sport,gym,,synthetic
2022-05-02,ACCOUNT_CURRENT,-54.10,PAYMENT,TFL TRAVEL CH,£,Current Account,Current,Transport,tube,,,synthetic
2022-05-03,ACCOUNT_CURRENT,-10.48,DD,AMAZON PRIME MEMBER,£,Current Account,Current,Leisure,subscription,amazon,,synthetic
2022-05-03,ACCOUNT_CURRENT,-86.75,PAYMENT,JAZZ WINE MART,£,Current Account,Current,Shopping,Groceries,wine,,synthetic
2022-05-03,ACCOUNT_CURRENT,-8.10,PAYMENT,PRET A MANGER,£,Current Account,Current,Leisure,food/drinks,restaurant,,synthetic
2022-05-04,ACCOUNT_CURRENT,-193.95,DD,BARNET BOROUGH COU,£,Current Account,Current,Bills,utilities,council tax,,synthetic
2022-05-04,ACCOUNT_CURRENT,-72.79,TFR,CLEANER_C,£,Current Account,Current,Bills,Household,cleaner,,synthetic
2022-05-04,ACCOUNT_CURRENT,-20.07,PAYMENT,CMT UK LTD,£,Current Account,Current,Transport,taxi,,,synthetic
2022-05-04,ACCOUNT_CURRENT,-10.70,PAYMENT,FURNESS STORE,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2022-05-05,ACCOUNT_AMEX,115.23,CR,AMERICAN EXPRESS,£,Credit Card,Amex,Shopping,CreditCard,,,synthetic
2022-05-05,ACCOUNT_BARCLAYCARD,352.43,CR,PAYMENT RECEIVED - THANK YOU,£,Credit Card,Barclaycard,Shopping,CreditCard,,,synthetic
2022-05-05,ACCOUNT_CURRENT,-115.23,DD,AMERICAN EXPRESS PAYMENT,£,Current Account,Current,Shopping,CreditCard,,,synthetic
2022-05-05,ACCOUNT_CURRENT,-352.43,DD,CARDHOLDER_NAME_CARDNUMBER,£,Current Account,Current,Shopping,CreditCard,,,synthetic
2022-05-05,ACCOUNT_CURRENT,-12.56,PAYMENT,CASTLE NEWS LTD,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2022-05-05,ACCOUNT_CURRENT,-6.08,PAYMENT,PAYBYPHONE PARKING,£,Current Account,Current,Transport,Automotive,parking & fees,,synthetic
2022-05-05,ACCOUNT_CURRENT,-22.76,PAYMENT,Prince Of Wales,£,Current Account,Current,Leisure,food/drinks,pub,,synthetic
2022-05-05,ACCOUNT_CURRENT,-39.66,PAYMENT,RIVERFORD FARMS,£,Current Account,Current,Shopping,Groceries,veg box,,synthetic
2022-05-05,ACCOUNT_CURRENT,-97.95,DD,SAINSBURYS BANK PL,£,Current Account,Current,Shopping,CreditCard,,,synthetic
2022-05-05,ACCOUNT_SAINSBURY,97.95,CR,"DIRECT DEBIT RECEIVED, THANK YOU",£,Credit Card,Sainsbury,Shopping,CreditCard,,,synthetic
2022-05-06,ACCOUNT_CURRENT,-45.10,DD,AFFINITY WATER LTD,£,Current Account,Current,Bills,utilities,water,,synthetic
2022-05-06,ACCOUNT_CURRENT,-5.60,PAYMENT,BLANK STREET COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2022-05-07,ACCOUNT_CURRENT,6.80,CR,BLUE REWARDS,£,Current Account,Current,Bills,Bank Fees,,,synthetic
2022-05-07,ACCOUNT_CURRENT,-12.81,PAYMENT,CASTLE NEWS LTD,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2022-05-07,ACCOUNT_CURRENT,-9.23,PAYMENT,RINGGO LONDON,£,Current Account,Current,Transport,Automotive,parking & fees,,synthetic
2022-05-07,ACCOUNT_CURRENT,-109.19,PAYMENT,TESCO STORES 2384,£,Current Account,Current,Shopping,Groceries,Supermarket,,synthetic
2022-05-08,ACCOUNT_CURRENT,-124.79,DD,EDF ENERGY,£,Current Account,Current,Bills,utilities,gas/elec,,synthetic
2022-05-09,ACCOUNT_CURRENT,-54.53,PAYMENT,TFL TRAVEL CH,£,Current Account,Current,Transport,tube,,,synthetic
2022-05-10,ACCOUNT_CURRENT,-16.74,PAYMENT,IRISH MEAT MARKET LTD,£,Current Account,Current,Shopping,Groceries,,,synthetic
2022-05-10,ACCOUNT_CURRENT,-12.29,PAYMENT,PRET A MANGER,£,Current Account,Current,Leisure,food/drinks,restaurant,,synthetic
2022-05-10,ACCOUNT_CURRENT,-13.21,DD,SPOTIFY UK,£,Current Account,Current,Leisure,subscription,music,,synthetic
2022-05-10,ACCOUNT_CURRENT,-38.31,PAYMENT,WILLIAM IV PUB,£,Current Account,Current,Leisure,food/drinks,pub,,synthetic
2022-05-11,ACCOUNT_BARCLAYCARD,-75.31,PAYMENT,MCDONALDS RESTAURANT,£,Credit Card,Barclaycard,Leisure,food/drinks,restaurant,,synthetic
2022-05-11,ACCOUNT_CURRENT,-6.70,PAYMENT,CAFFE NERO,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2022-05-11,ACCOUNT_CURRENT,-75.68,TFR,CLEANER_C,£,Current Account,Current,Bills,Household,cleaner,,synthetic
2022-05-11,ACCOUNT_CURRENT,-6.53,PAYMENT,COSTA COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2022-05-12,ACCOUNT_CURRENT,-40.75,PAYMENT,RIVERFORD ORGANIC,£,Current Account,Current,Shopping,Groceries,veg box,,synthetic
2022-05-12,ACCOUNT_CURRENT,-47.96,DD,SKY DIGITAL,£,Current Account,Current,Bills,utilities,broadband,,synthetic
2022-05-12,ACCOUNT_CURRENT,-8.32,PAYMENT,WHSMITH STATION 7807,£,Current Account,Current,Missing,,,,synthetic
2022-05-13,ACCOUNT_CURRENT,-18.22,PAYMENT,IRISH MEAT MARKET LTD,£,Current Account,Current,Shopping,Groceries,,,synthetic
2022-05-13,ACCOUNT_CURRENT,-12.99,PAYMENT,SAVERS HEALTH & BE,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2022-05-14,ACCOUNT_CURRENT,-12.32,PAYMENT,DIAMOND NEWS,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2022-05-14,ACCOUNT_CURRENT,-13.27,PAYMENT,GAILS BAKERY,£,Current Account,Current,Shopping,Groceries,,,synthetic
2022-05-14,ACCOUNT_CURRENT,-4.12,PAYMENT,KAFFEINE LONDON,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2022-05-14,ACCOUNT_CURRENT,-120.78,PAYMENT,TESCO SELF SERVICE 4521,£,Current Account,Current,Shopping,Groceries,Supermarket,,synthetic
2022-05-14,ACCOUNT_CURRENT,-46.69,PAYMENT,THE WOODMAN PUB,£,Current Account,Current,Leisure,food/drinks,pub,,synthetic
2022-05-14,ACCOUNT_CURRENT,-15.64,PAYMENT,VERIFONE TAXI,£,Current Account,Current,Transport,taxi,,,synthetic
2022-05-15,ACCOUNT_BARCLAYCARD,-38.09,PAYMENT,SPORTSDIRECT.COM,£,Credit Card,Barclaycard,Shopping,Clothes,,,synthetic
2022-05-15,ACCOUNT_CURRENT,-27.96,DD,O2 UK LTD,£,Current Account,Current,Bills,utilities,Mobile Phone,,synthetic
2022-05-15,ACCOUNT_CURRENT,-11.96,PAYMENT,SAVERS HEALTH & BE,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2022-05-16,ACCOUNT_CURRENT,-7.31,PAYMENT,COSTA COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2022-05-16,ACCOUNT_CURRENT,-18.02,PAYMENT,IRISH MEAT MARKET LTD,£,Current Account,Current,Shopping,Groceries,,,synthetic
2022-05-16,ACCOUNT_CURRENT,-11.56,PAYMENT,SAVERS HEALTH & BE,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2022-05-16,ACCOUNT_CURRENT,-96.33,PAYMENT,TESCO PAY AT PUMP,£,Current Account,Current,Transport,Automotive,Petrol,,synthetic
2022-05-16,ACCOUNT_CURRENT,-38.59,PAYMENT,TFL TRAVEL CH,£,Current Account,Current,Transport,tube,,,synthetic
2022-05-17,ACCOUNT_CURRENT,-13.29,PAYMENT,SUPERSAVE LONDON,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2022-05-17,ACCOUNT_CURRENT,-17.14,DD,THE ECONOMIST,£,Current Account,Current,Leisure,subscription,newspapers,,synthetic
2022-05-18,ACCOUNT_CURRENT,-74.32,TFR,CLEANER_C,£,Current Account,Current,Bills,Household,cleaner,,synthetic
2022-05-18,ACCOUNT_CURRENT,-12.69,PAYMENT,IRISH MEAT MARKET LTD,£,Current Account,Current,Shopping,Groceries,,,synthetic
2022-05-18,ACCOUNT_CURRENT,-10.57,PAYMENT,NISA LOCAL,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2022-05-19,ACCOUNT_CURRENT,-108.26,PAYMENT,JAZZ WINE MART,£,Current Account,Current,Shopping,Groceries,wine,,synthetic
2022-05-19,ACCOUNT_CURRENT,-40.25,PAYMENT,RIVERFORD FARMS,£,Current Account,Current,Shopping,Groceries,veg box,,synthetic
2022-05-20,ACCOUNT_CURRENT,-27.51,PAYMENT,EBAY UK,£,Current Account,Current,Shopping,Household,,,synthetic
2022-05-20,ACCOUNT_CURRENT,-8.38,PAYMENT,PRET A MANGER,£,Current Account,Current,Leisure,food/drinks,restaurant,,synthetic
2022-05-20,ACCOUNT_CURRENT,-16.62,DD,TV LICENSE MTHLY,£,Current Account,Current,Bills,utilities,TV License,,synthetic
2022-05-21,ACCOUNT_CURRENT,-14.12,PAYMENT,FURNESS STORE,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2022-05-21,ACCOUNT_CURRENT,-14.92,PAYMENT,IRISH MEAT MARKET LTD,£,Current Account,Current,Shopping,Groceries,,,synthetic
2022-05-21,ACCOUNT_CURRENT,-100.44,PAYMENT,SAINSBURY'S S/MKTS,£,Current Account,Current,Shopping,Groceries,Supermarket,,synthetic
2022-05-22,ACCOUNT_BARCLAYCARD,-104.95,PAYMENT,BURGER KING,£,Credit Card,Barclaycard,Leisure,food/drinks,restaurant,,synthetic
2022-05-22,ACCOUNT_CURRENT,-5.64,PAYMENT,COSTA COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2022-05-22,ACCOUNT_CURRENT,-6.16,PAYMENT,PRET A MANGER,£,Current Account,Current,Leisure,food/drinks,restaurant,,synthetic
2022-05-23,ACCOUNT_CURRENT,-5.33,PAYMENT,BLANK STREET COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2022-05-23,ACCOUNT_CURRENT,-212.17,PAYMENT,BUILDER DEPOT,£,Current Account,Current,House,Maintenance,TBC,TBC,synthetic
2022-05-23,ACCOUNT_CURRENT,-14.23,PAYMENT,FURNESS STORE,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2022-05-23,ACCOUNT_CURRENT,-51.57,PAYMENT,TFL TRAVEL CH,£,Current Account,Current,Transport,tube,,,synthetic
2022-05-24,ACCOUNT_CURRENT,-32.47,PAYMENT,UBER   TRIP HELP.UBER.COM,£,Current Account,Current,Transport,taxi,,,synthetic
2022-05-25,ACCOUNT_CURRENT,-50.00,CASH,CASH WITHDRAWAL ATM,£,Current Account,Current,Withdrawal,,,,synthetic
2022-05-25,ACCOUNT_CURRENT,-71.49,TFR,CLEANER_C,£,Current Account,Current,Bills,Household,cleaner,,synthetic
2022-05-25,ACCOUNT_CURRENT,5155.20,FPI,COMPANY_C SALARY,£,Current Account,Current,Income,Salary,,,synthetic
2022-05-26,ACCOUNT_AMEX,-65.85,PAYMENT,VITAL INGREDIENT,£,Credit Card,Amex,Leisure,food/drinks,restaurant,,synthetic
2022-05-26,ACCOUNT_CURRENT,-3.95,PAYMENT,COSTA COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2022-05-26,ACCOUNT_CURRENT,-490.68,TFR,POT OF GOLD TRANSFER,£,Current Account,Current,Savings,Transfer,,,synthetic
2022-05-26,ACCOUNT_CURRENT,-12.91,PAYMENT,PRET A MANGER,£,Current Account,Current,Leisure,food/drinks,restaurant,,synthetic
2022-05-26,ACCOUNT_CURRENT,-38.03,PAYMENT,RIVERFORD FARMS,£,Current Account,Current,Shopping,Groceries,veg box,,synthetic
2022-05-26,ACCOUNT_CURRENT,-11.25,PAYMENT,STARS POKER,£,Current Account,Current,Leisure,entertainment,,,synthetic
2022-05-26,ACCOUNT_CURRENT,-34.07,PAYMENT,THE OLD NICK,£,Current Account,Current,Leisure,food/drinks,pub,,synthetic
2022-05-26,ACCOUNT_SAVINGS,490.68,TFR,POT OF GOLD CREDIT,£,Savings,Pot of Gold,Savings,Transfer,,,synthetic
2022-05-27,ACCOUNT_AMEX,-61.91,PAYMENT,NETFLIX.COM 7171,£,Credit Card,Amex,Missing,,,,synthetic
2022-05-27,ACCOUNT_CURRENT,-100.00,CASH,CASH WITHDRAWAL ATM,£,Current Account,Current,Withdrawal,,,,synthetic
2022-05-27,ACCOUNT_CURRENT,-5.19,PAYMENT,GREGGS PLC,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2022-05-27,ACCOUNT_CURRENT,-4.20,PAYMENT,PRET A MANGER,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2022-05-27,ACCOUNT_CURRENT,-33.20,PAYMENT,THE OLD NICK,£,Current Account,Current,Leisure,food/drinks,pub,,synthetic
2022-05-28,ACCOUNT_CURRENT,-15.00,DD,BRITISH RED CROSS,£,Current Account,Current,Bills,Charity,,,synthetic
2022-05-28,ACCOUNT_CURRENT,-18.09,PAYMENT,GAILS BAKERY,£,Current Account,Current,Shopping,Groceries,,,synthetic
2022-05-28,ACCOUNT_CURRENT,-95.97,PAYMENT,STEAM GAMES PURCHASE 3950,£,Current Account,Current,Missing,,,,synthetic
2022-05-28,ACCOUNT_CURRENT,-87.48,PAYMENT,TESCO SELF SERVICE 4521,£,Current Account,Current,Shopping,Groceries,Supermarket,,synthetic
2022-05-29,ACCOUNT_CURRENT,-10.44,PAYMENT,APCOA PARKING,£,Current Account,Current,Transport,Automotive,parking & fees,,synthetic
2022-05-29,ACCOUNT_CURRENT,-11.94,PAYMENT,DIAMOND NEWS,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2022-05-30,ACCOUNT_CURRENT,-9.24,PAYMENT,NASH SUPERMARKET,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2022-05-30,ACCOUNT_CURRENT,-7.12,PAYMENT,PAYBYPHONE PARKING,£,Current Account,Current,Transport,Automotive,parking & fees,,synthetic
2022-05-30,ACCOUNT_CURRENT,-39.70,PAYMENT,TFL TRAVEL CH,£,Current Account,Current,Transport,tube,,,synthetic
2022-05-31,ACCOUNT_CURRENT,-8.03,PAYMENT,NASH SUPERMARKET,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2022-05-31,ACCOUNT_SAVINGS,52.53,INT,INTEREST PAID GROSS,£,Savings,Pot of Gold,Savings,Interest,,,synthetic
2022-06-01,ACCOUNT_CURRENT,-1420.00,DD,ACCORD MORTGAGES LTD,£,Current Account,Current,House,Mortgage,,,synthetic
2022-06-01,ACCOUNT_CURRENT,-70.12,TFR,CLEANER_C,£,Current Account,Current,Bills,Household,cleaner,,synthetic
2022-06-02,ACCOUNT_CURRENT,-50.50,DD,PURE GYM LTD,£,Current Account,Current,Leisure,sport,gym,,synthetic
2022-06-02,ACCOUNT_CURRENT,-39.19,PAYMENT,RIVERFORD ORGANIC,£,Current Account,Current,Shopping,Groceries,veg box,,synthetic
2022-06-02,ACCOUNT_CURRENT,-22.97,PAYMENT,UBER   TRIP HELP.UBER.COM,£,Current Account,Current,Transport,taxi,,,synthetic
2022-06-03,ACCOUNT_CURRENT,-10.60,DD,AMAZON PRIME MEMBER,£,Current Account,Current,Leisure,subscription,amazon,,synthetic
2022-06-04,ACCOUNT_CURRENT,-198.12,DD,BARNET BOROUGH COU,£,Current Account,Current,Bills,utilities,council tax,,synthetic
2022-06-04,ACCOUNT_CURRENT,-94.72,PAYMENT,CURRYS DIGITAL,£,Current Account,Current,Shopping,electronics,camera,,synthetic
2022-06-04,ACCOUNT_CURRENT,-100.71,PAYMENT,JAZZ WINE MART,£,Current Account,Current,Shopping,Groceries,wine,,synthetic
2022-06-04,ACCOUNT_CURRENT,-88.83,PAYMENT,TESCO STORES 2384,£,Current Account,Current,Shopping,Groceries,Supermarket,,synthetic
2022-06-05,ACCOUNT_AMEX,127.76,CR,AMERICAN EXPRESS,£,Credit Card,Amex,Shopping,CreditCard,,,synthetic
2022-06-05,ACCOUNT_BARCLAYCARD,218.35,CR,PAYMENT RECEIVED - THANK YOU,£,Credit Card,Barclaycard,Shopping,CreditCard,,,synthetic
2022-06-05,ACCOUNT_CURRENT,-127.76,DD,AMERICAN EXPRESS PAYMENT,£,Current Account,Current,Shopping,CreditCard,,,synthetic
2022-06-05,ACCOUNT_CURRENT,-218.35,DD,CARDHOLDER_NAME_CARDNUMBER,£,Current Account,Current,Shopping,CreditCard,,,synthetic
2022-06-06,ACCOUNT_CURRENT,-46.36,DD,AFFINITY WATER LTD,£,Current Account,Current,Bills,utilities,water,,synthetic
2022-06-06,ACCOUNT_CURRENT,-9.37,PAYMENT,BOOTS THE CHEMIST,£,Current Account,Current,Health,General,Medicine,,synthetic
2022-06-06,ACCOUNT_CURRENT,-52.63,PAYMENT,LUL TICKET MACHINE,£,Current Account,Current,Transport,tube,,,synthetic
2022-06-07,ACCOUNT_CURRENT,5.22,CR,BLUE REWARDS,£,Current Account,Current,Bills,Bank Fees,,,synthetic
